transaction_id,amount_usd,merchant_category,card_type,auth_method,channel,device_type,account_balance_usd,cvv_retry_count,velocity_score,merchant_risk_score,time_of_day_hour,day_of_week,error_text,category,retry_action_taken,delay_before_retry_min,outcome
txn_13348,10.58,Utilities,Amex,No Authentication,In-App,iPhone,608.62,0,25.7,22.4,9,5,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,360,failed_again
txn_16531,19.64,Fuel,Visa,Biometric,In-App,Windows PC,1441.32,0,20.9,33.0,16,3,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_upi,120,failed_again
txn_09515,28.17,Gaming,Visa,PIN,Online,Windows PC,1007.4,0,10.2,56.9,11,0,Gateway unreachable - network failure,network_error,delay_2hr_retry,120,failed_again
txn_04611,116.02,Electronics,Mastercard,PIN,Online,Windows PC,2637.12,0,21.5,65.1,8,1,Gateway timeout - issuing bank unreachable,bank_timeout,retry_upi,360,recovered
txn_05118,3.79,Restaurants,Discover,PIN,Contactless,Windows PC,1234.96,0,25.7,25.1,10,0,Network error - request could not be completed,network_error,retry_same_card,30,recovered
txn_16947,80.47,Utilities,Visa,PIN,Online,Tablet,444.89,0,23.5,37.2,21,1,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,30,failed_again
txn_06386,177.41,Electronics,Visa,PIN,Online,Tablet,3206.48,0,16.0,59.6,14,6,Do Not Honour - Bank declined due to risk parameters,risk_block,no_retry,120,failed_again
txn_15140,13.69,Groceries,Visa,PIN,Online,Smart Watch,3658.0,0,4.3,26.1,8,0,OTP verification failed - incorrect code entered,otp_fail,retry_upi,120,recovered
txn_06272,17.89,Online Retail,Visa,PIN,In-App,ATM Machine,761.13,0,7.3,23.2,16,3,Connection timeout during authorization,bank_timeout,no_retry,0,failed_again
txn_00342,149.98,Online Retail,RuPay,PIN,In-App,Android Phone,512.38,0,37.1,37.0,5,4,ISO8583 message parsing error,network_error,no_retry,30,failed_again
txn_00829,343.8,Travel,RuPay,PIN,Online,ATM Machine,6364.8,0,30.5,23.6,3,5,Connection timeout during authorization,bank_timeout,no_retry,0,failed_again
txn_12530,127.31,Restaurants,Mastercard,3D Secure,Online,Android Phone,14522.94,0,40.0,27.0,23,1,NPCI: UPI PIN retries exceeded,otp_fail,retry_same_card,0,recovered
txn_11552,16.7,Groceries,RuPay,PIN,In-App,Android Phone,4248.0,0,38.0,31.1,7,4,"Card no longer valid, expiry passed",card_expired,retry_wallet,30,failed_again
txn_09528,1076.41,Groceries,Mastercard,PIN,Contactless,Android Phone,8904.34,0,31.4,39.0,6,5,Card flagged for review - high risk score,risk_block,delay_2hr_retry,0,failed_again
txn_11837,93.61,Healthcare,Mastercard,OTP,Online,Android Phone,1367.97,0,20.6,38.4,17,4,Connection reset before response received,network_error,retry_wallet,360,recovered
txn_00314,329.03,Crypto Exchange,RuPay,OTP,In-App,Mac,728.85,1,40.7,63.6,21,3,Transaction blocked - suspicious activity detected,risk_block,delay_2hr_retry,120,recovered
txn_11698,36.37,Online Retail,Amex,3D Secure,Contactless,Android Phone,1908.25,0,49.4,29.4,0,2,Network error - request could not be completed,network_error,retry_upi,360,failed_again
txn_10052,334.72,Groceries,Amex,OTP,ATM,iPhone,659.33,0,31.1,11.2,6,6,Gateway unreachable - network failure,network_error,retry_upi,120,failed_again
txn_12864,230.9,Electronics,Visa,3D Secure,Online,Windows PC,387.78,1,4.8,57.4,14,5,Card flagged for review - high risk score,risk_block,retry_upi,120,failed_again
txn_16071,17.24,Restaurants,Visa,3D Secure,Online,Windows PC,4093.1,0,0.0,38.4,19,1,OTP verification failed - incorrect code entered,otp_fail,retry_wallet,360,recovered
txn_17137,151.35,Electronics,RuPay,3D Secure,POS,Android Phone,757.83,0,14.3,46.2,20,4,Connection timeout during authorization,bank_timeout,no_retry,0,failed_again
txn_18262,17.71,Utilities,Amex,Biometric,In-App,ATM Machine,1971.94,0,20.9,14.0,0,2,"Issuer server not responding, request expired",bank_timeout,retry_same_card,120,recovered
txn_04910,28.66,Restaurants,Mastercard,OTP,ATM,Windows PC,4382.69,0,48.2,46.1,16,5,ISO8583 message parsing error,network_error,retry_same_card,0,failed_again
txn_17797,149.18,Online Retail,Visa,3D Secure,Contactless,POS Terminal,4862.7,0,7.0,45.9,21,6,"Issuer server not responding, request expired",bank_timeout,no_retry,360,failed_again
txn_08874,52.84,Healthcare,Amex,No Authentication,Contactless,Windows PC,1763.45,1,10.2,32.6,0,1,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,120,failed_again
txn_18286,28.2,Gaming,Amex,No Authentication,In-App,iPhone,3308.3,0,43.7,45.9,5,1,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,360,recovered
txn_00410,10.46,Streaming,Mastercard,3D Secure,In-App,Tablet,4276.7,0,32.8,19.2,18,3,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_wallet,360,failed_again
txn_03796,21.21,Electronics,Mastercard,3D Secure,Contactless,Android Phone,1013.3,0,5.3,46.9,9,3,"Issuer server not responding, request expired",bank_timeout,no_retry,360,failed_again
txn_02704,52.66,Groceries,Mastercard,PIN,ATM,Windows PC,3713.43,0,24.4,10.5,23,6,Transaction blocked - suspicious activity detected,risk_block,retry_upi,120,failed_again
txn_10343,14.68,Online Retail,RuPay,OTP,Online,iPhone,530.32,0,23.0,35.3,21,3,Card expired - decline code 54,card_expired,retry_same_card,120,recovered
txn_04982,27.83,Online Retail,RuPay,OTP,Contactless,iPhone,1014.36,0,20.4,37.2,23,4,Gateway unreachable - network failure,network_error,retry_wallet,0,recovered
txn_08583,38.15,Online Retail,Mastercard,Biometric,Online,Android Phone,5505.17,0,11.5,17.1,4,1,Customer authentication failed - OTP mismatch,otp_fail,retry_upi,120,failed_again
txn_07668,621.13,Electronics,Mastercard,3D Secure,Online,Tablet,788.24,1,27.8,38.0,15,1,Available balance too low for this transaction,insufficient_funds,retry_wallet,0,failed_again
txn_17518,268.68,Fuel,Mastercard,OTP,Online,Smart Watch,2410.72,0,8.6,16.5,23,2,ISO8583 message parsing error,network_error,retry_wallet,120,recovered
txn_17184,84.05,Electronics,Amex,No Authentication,POS,iPhone,6089.27,0,30.2,57.9,16,5,"Issuer server not responding, request expired",bank_timeout,no_retry,120,failed_again
txn_09726,194.32,Gift Cards,Visa,3D Secure,Online,POS Terminal,16381.83,1,0.0,63.9,23,6,NPCI: UPI PIN retries exceeded,otp_fail,retry_upi,0,recovered
txn_18154,36.16,Utilities,Mastercard,Biometric,POS,Android Phone,17331.67,0,24.4,30.2,15,5,Connection reset before response received,network_error,no_retry,120,failed_again
txn_07500,228.58,Electronics,Visa,PIN,Contactless,POS Terminal,1089.84,0,26.8,63.1,0,4,Do Not Honour - Insufficient funds,insufficient_funds,no_retry,360,failed_again
txn_17037,211.0,Online Retail,Amex,OTP,Online,Windows PC,3369.36,0,12.7,49.1,3,3,Network error - request could not be completed,network_error,retry_same_card,30,failed_again
txn_07721,39.25,Fuel,Mastercard,No Authentication,Contactless,Android Phone,775.27,0,18.2,13.7,16,6,Available balance too low for this transaction,insufficient_funds,no_retry,360,failed_again
txn_01906,182.9,Gaming,Mastercard,OTP,In-App,POS Terminal,1872.7,1,3.7,53.8,13,1,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,120,recovered
txn_06718,366.88,Travel,Visa,Biometric,In-App,POS Terminal,2255.46,0,13.5,45.8,8,4,Connection timeout during authorization,bank_timeout,no_retry,120,failed_again
txn_02175,14.21,Gift Cards,Visa,OTP,ATM,Android Phone,2777.21,0,17.6,63.0,15,5,Card flagged for review - high risk score,risk_block,no_retry,360,failed_again
txn_06770,124.9,Gaming,Mastercard,OTP,Online,Tablet,2272.14,0,25.4,55.4,9,0,Decline code 51: Not enough balance,insufficient_funds,delay_2hr_retry,0,failed_again
txn_07162,51.88,Restaurants,Mastercard,Biometric,POS,Android Phone,1570.56,0,3.7,32.0,7,5,Network error - request could not be completed,network_error,delay_2hr_retry,120,failed_again
txn_06505,184.7,Utilities,Visa,No Authentication,Contactless,Smart Watch,1587.56,0,13.9,51.7,22,4,TXN_FAILED: Insufficient balance in account,insufficient_funds,no_retry,360,failed_again
txn_18766,12.18,Streaming,Visa,PIN,POS,Windows PC,15057.73,0,14.6,46.1,10,1,Do Not Honour - Bank declined due to risk parameters,risk_block,no_retry,30,failed_again
txn_04421,273.81,Electronics,Mastercard,3D Secure,POS,Android Phone,774.07,0,57.2,47.4,14,4,Available balance too low for this transaction,insufficient_funds,retry_upi,360,failed_again
txn_01273,106.08,Online Retail,Visa,OTP,Online,POS Terminal,1448.33,0,60.5,40.0,3,3,Transaction blocked - suspicious activity detected,risk_block,retry_upi,0,failed_again
txn_00452,74.1,Restaurants,Visa,PIN,Contactless,POS Terminal,3286.11,1,15.3,46.3,19,2,Network error - request could not be completed,network_error,retry_upi,0,failed_again
txn_03520,72.67,Travel,Visa,OTP,In-App,Android Phone,547.87,0,24.3,26.1,14,5,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_wallet,360,failed_again
txn_17478,926.58,Travel,Discover,Biometric,Online,Windows PC,2371.58,1,30.5,26.8,5,1,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,360,recovered
txn_09568,16.85,Online Retail,Mastercard,PIN,POS,Windows PC,7082.64,1,28.8,59.0,16,4,NPCI: UPI PIN retries exceeded,otp_fail,retry_upi,30,failed_again
txn_00248,144.23,Groceries,Visa,3D Secure,Online,iPhone,1827.59,0,5.3,55.9,19,6,Gateway unreachable - network failure,network_error,no_retry,360,failed_again
txn_17816,24.31,Groceries,Mastercard,Biometric,Contactless,iPhone,2106.35,0,35.8,48.6,22,3,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,120,failed_again
txn_01748,16.32,Groceries,Mastercard,OTP,POS,POS Terminal,222.83,0,14.9,7.5,14,6,Connection reset before response received,network_error,no_retry,360,failed_again
txn_02086,163.55,Travel,Mastercard,3D Secure,POS,iPhone,3220.67,0,10.9,46.4,9,2,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,120,recovered
txn_12493,8.7,Groceries,Visa,No Authentication,ATM,Windows PC,2332.43,0,24.9,45.2,0,6,Transaction blocked - suspicious activity detected,risk_block,retry_wallet,120,failed_again
txn_13352,243.15,Crypto Exchange,Visa,PIN,Online,POS Terminal,1958.72,0,10.7,75.0,0,2,Available balance too low for this transaction,insufficient_funds,retry_wallet,360,failed_again
txn_04975,22.25,Gaming,Amex,Biometric,Online,Android Phone,541.55,0,25.7,36.3,10,1,Connection timeout during authorization,bank_timeout,retry_wallet,0,recovered
txn_03499,361.36,Electronics,Mastercard,OTP,Online,Windows PC,1026.45,0,25.5,51.7,0,4,Card flagged for review - high risk score,risk_block,no_retry,360,failed_again
txn_13443,588.36,Electronics,Visa,PIN,Online,Mac,19024.85,0,11.3,52.9,9,1,Customer authentication failed - OTP mismatch,otp_fail,retry_wallet,30,failed_again
txn_01085,100.93,Restaurants,Visa,OTP,POS,iPhone,2485.03,1,29.2,20.2,7,0,Connection timeout during authorization,bank_timeout,retry_same_card,120,failed_again
txn_04936,39.2,Utilities,Visa,3D Secure,In-App,iPhone,11482.9,0,32.9,16.8,22,3,"Card no longer valid, expiry passed",card_expired,retry_wallet,360,failed_again
txn_06238,126.66,Electronics,Visa,Biometric,POS,POS Terminal,7862.7,0,15.5,41.8,6,6,Connection timeout during authorization,bank_timeout,no_retry,120,failed_again
txn_06735,70.58,Restaurants,Discover,Biometric,Contactless,Mac,9194.41,0,35.8,53.7,14,4,Gateway timeout - issuing bank unreachable,bank_timeout,retry_upi,0,recovered
txn_12984,27.21,Groceries,Visa,OTP,POS,POS Terminal,1679.1,0,25.7,32.0,9,4,Do Not Honour - Insufficient funds,insufficient_funds,retry_upi,0,failed_again
txn_14250,2734.33,Electronics,Amex,Biometric,Contactless,iPhone,364.17,0,13.2,24.5,5,1,TXN_FAILED: Insufficient balance in account,insufficient_funds,delay_2hr_retry,120,failed_again
txn_11983,15.02,Fuel,Visa,PIN,POS,Android Phone,5450.82,0,13.1,34.7,20,5,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_upi,0,recovered
txn_05923,38.33,Online Retail,Mastercard,OTP,Online,Android Phone,2905.87,0,20.0,20.5,23,1,Card flagged for review - high risk score,risk_block,retry_upi,360,recovered
txn_17269,149.93,Gaming,Mastercard,OTP,In-App,POS Terminal,1187.17,1,30.0,59.4,16,4,"Card no longer valid, expiry passed",card_expired,delay_2hr_retry,360,failed_again
txn_08949,41.97,Electronics,Amex,Biometric,Contactless,Windows PC,1647.98,0,26.3,48.1,8,3,Card flagged for review - high risk score,risk_block,retry_upi,120,failed_again
txn_19451,88.24,Electronics,Visa,PIN,In-App,Android Phone,268.9,0,19.1,53.1,1,3,Bank server did not respond in time,bank_timeout,retry_same_card,30,failed_again
txn_04150,174.14,Fuel,Mastercard,Biometric,POS,Windows PC,3542.7,0,5.5,26.3,22,2,Network error - request could not be completed,network_error,retry_upi,360,recovered
txn_05100,17.9,Utilities,Mastercard,Biometric,POS,Android Phone,5041.11,1,15.5,34.1,12,2,3DS authentication timeout after 30s,otp_fail,retry_same_card,360,recovered
txn_09513,116.69,Utilities,Mastercard,OTP,Online,Smart Watch,1030.01,0,9.7,36.6,12,5,Do Not Honour - Insufficient funds,insufficient_funds,retry_wallet,0,recovered
txn_13260,10.94,Streaming,RuPay,PIN,ATM,iPhone,8607.71,0,16.9,27.7,1,1,Bank server did not respond in time,bank_timeout,retry_wallet,120,recovered
txn_17361,749.12,Travel,Visa,3D Secure,POS,ATM Machine,3013.02,1,13.2,52.0,5,1,Gateway unreachable - network failure,network_error,retry_upi,360,recovered
txn_17038,35.96,Online Retail,RuPay,PIN,POS,iPhone,3658.56,0,20.8,37.1,22,4,Bank server did not respond in time,bank_timeout,retry_wallet,30,recovered
txn_03336,202.43,Electronics,Mastercard,PIN,POS,iPhone,394.6,0,25.5,51.0,9,0,Card flagged for review - high risk score,risk_block,delay_2hr_retry,120,failed_again
txn_17586,175.81,Online Retail,Mastercard,OTP,Online,Android Phone,2880.81,0,14.9,30.1,14,1,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_wallet,120,failed_again
txn_19820,119.18,Groceries,RuPay,3D Secure,Online,Mac,1084.63,0,53.4,28.1,7,5,ISO8583 message parsing error,network_error,retry_upi,360,recovered
txn_13729,276.41,Travel,RuPay,OTP,Online,Android Phone,3294.76,0,0.3,31.2,15,4,OTP verification failed - incorrect code entered,otp_fail,retry_same_card,360,failed_again
txn_09894,1547.28,Travel,Mastercard,PIN,POS,POS Terminal,4237.05,0,13.4,15.5,22,3,Do Not Honour - Insufficient funds,insufficient_funds,retry_upi,360,failed_again
txn_07651,16.86,Streaming,Mastercard,OTP,Online,Android Phone,2387.56,0,13.7,19.1,3,1,Gateway timeout - issuing bank unreachable,bank_timeout,retry_same_card,120,recovered
txn_02239,89.92,Online Retail,Visa,PIN,In-App,Android Phone,2626.45,0,9.5,23.0,17,4,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_upi,360,failed_again
txn_14205,33.56,Online Retail,RuPay,Biometric,Online,iPhone,1076.96,0,0.0,35.3,8,2,Decline code 51: Not enough balance,insufficient_funds,retry_wallet,0,failed_again
txn_00252,386.72,Crypto Exchange,Visa,Biometric,Contactless,POS Terminal,2551.74,0,0.0,75.6,19,3,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_wallet,30,failed_again
txn_08197,37.21,Utilities,Amex,Biometric,POS,iPhone,2633.65,0,16.2,57.2,21,5,Bank server did not respond in time,bank_timeout,delay_2hr_retry,120,recovered
txn_04707,512.86,Crypto Exchange,Visa,3D Secure,Contactless,Android Phone,6882.81,0,14.7,90.7,3,6,Connection timeout during authorization,bank_timeout,retry_same_card,120,failed_again
txn_08144,78.07,Healthcare,Visa,OTP,Online,POS Terminal,1056.42,0,4.3,34.6,18,1,Do Not Honour - Bank declined due to risk parameters,risk_block,no_retry,30,failed_again
txn_02715,147.43,Gift Cards,Amex,PIN,Online,Tablet,1685.33,0,28.1,59.4,21,0,Card expired - decline code 54,card_expired,retry_upi,360,failed_again
txn_18080,116.89,Groceries,Visa,OTP,Online,POS Terminal,1963.6,0,15.3,25.8,10,2,Connection timeout during authorization,bank_timeout,delay_2hr_retry,360,failed_again
txn_09530,21.48,Fuel,Mastercard,No Authentication,POS,Windows PC,1869.63,0,1.3,34.1,2,3,Do Not Honour - Insufficient funds,insufficient_funds,retry_upi,0,recovered
txn_10342,10.83,Utilities,Discover,3D Secure,Contactless,Windows PC,2079.4,1,46.5,47.5,0,5,Connection reset before response received,network_error,retry_same_card,0,recovered
txn_15291,123.52,Restaurants,Visa,PIN,Online,Mac,5481.3,0,20.4,29.2,13,5,Gateway timeout - issuing bank unreachable,bank_timeout,no_retry,30,failed_again
txn_00327,35.12,Streaming,Visa,3D Secure,Online,iPhone,2109.56,0,10.3,27.6,5,3,Card expired - decline code 54,card_expired,retry_wallet,360,failed_again
txn_04981,52.4,Gaming,RuPay,PIN,Online,Android Phone,529.05,1,12.2,42.4,22,2,Gateway timeout - issuing bank unreachable,bank_timeout,no_retry,360,failed_again
txn_07439,114.64,Electronics,Visa,PIN,In-App,POS Terminal,3276.78,0,0.0,48.1,13,0,"Issuer server not responding, request expired",bank_timeout,retry_same_card,360,recovered
txn_06648,33.97,Restaurants,Visa,Biometric,In-App,Smart Watch,2590.57,0,7.1,1.1,7,2,"Issuer server not responding, request expired",bank_timeout,delay_2hr_retry,0,recovered
txn_06259,23.55,Restaurants,Visa,OTP,Online,iPhone,16768.25,0,25.3,45.1,0,2,Connection reset before response received,network_error,retry_same_card,360,recovered
txn_09048,175.3,Online Retail,Amex,PIN,In-App,Windows PC,2050.89,0,15.3,30.2,3,1,Bank server did not respond in time,bank_timeout,retry_upi,0,recovered
txn_03394,218.82,Restaurants,Visa,PIN,In-App,Android Phone,947.5,0,28.5,22.7,8,6,Connection timeout during authorization,bank_timeout,retry_same_card,0,recovered
txn_17665,32.7,Gaming,Visa,3D Secure,POS,Tablet,1406.36,0,0.0,50.5,21,5,Card expired - decline code 54,card_expired,delay_2hr_retry,0,failed_again
txn_19415,46.48,Restaurants,Visa,PIN,Online,Android Phone,2473.37,0,1.6,16.7,18,6,Gateway timeout - issuing bank unreachable,bank_timeout,retry_upi,360,failed_again
txn_16118,88.87,Gaming,Mastercard,No Authentication,Online,Mac,806.41,0,5.4,52.5,9,1,Gateway unreachable - network failure,network_error,delay_2hr_retry,360,failed_again
txn_01338,22.5,Utilities,Mastercard,PIN,Online,POS Terminal,1876.89,0,19.7,23.9,14,3,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_same_card,30,recovered
txn_03169,174.03,Restaurants,Mastercard,3D Secure,Online,Android Phone,475.38,0,21.1,27.6,9,4,Decline code 51: Not enough balance,insufficient_funds,retry_same_card,30,recovered
txn_12861,142.57,Electronics,Mastercard,OTP,POS,Mac,310.68,0,12.9,47.2,13,3,Expiry date validation failed,card_expired,no_retry,30,failed_again
txn_19815,33.1,Restaurants,Mastercard,PIN,Online,Windows PC,978.32,1,3.9,28.7,0,6,Do Not Honour - Insufficient funds,insufficient_funds,retry_same_card,0,recovered
txn_02394,97.22,Online Retail,Visa,Biometric,Online,Android Phone,2567.75,0,14.8,47.2,8,6,Expiry date validation failed,card_expired,no_retry,360,failed_again
txn_19916,60.16,Online Retail,Amex,OTP,Online,POS Terminal,11496.06,0,18.2,32.4,7,1,ISO8583 message parsing error,network_error,retry_upi,360,recovered
txn_15180,107.93,Travel,Mastercard,No Authentication,POS,Mac,383.88,0,27.3,51.7,2,4,Connection timeout during authorization,bank_timeout,retry_upi,0,recovered
txn_05924,19.2,Utilities,Visa,PIN,Online,Tablet,10822.45,0,4.8,24.6,12,2,"Issuer server not responding, request expired",bank_timeout,no_retry,0,failed_again
txn_16298,30.78,Groceries,Mastercard,PIN,ATM,Android Phone,716.19,0,33.0,33.0,12,2,Bank server did not respond in time,bank_timeout,retry_same_card,0,recovered
txn_02744,10.3,Restaurants,Visa,OTP,Online,iPhone,1253.48,0,22.6,47.4,20,0,Network error - request could not be completed,network_error,retry_upi,0,recovered
txn_05006,80.37,Healthcare,Amex,PIN,ATM,Android Phone,677.7,0,19.9,33.2,9,0,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,30,failed_again
txn_18717,24.82,Restaurants,Visa,3D Secure,POS,Smart Watch,10871.99,0,11.6,39.4,15,1,Network error - request could not be completed,network_error,retry_upi,120,recovered
txn_19614,441.04,Gift Cards,Visa,PIN,In-App,iPhone,519.4,0,40.2,54.0,6,2,Connection timeout during authorization,bank_timeout,no_retry,120,failed_again
txn_11644,18.81,Fuel,Visa,3D Secure,Contactless,Windows PC,5402.9,0,23.2,41.3,11,3,Gateway timeout - issuing bank unreachable,bank_timeout,no_retry,30,failed_again
txn_04120,6.45,Restaurants,Visa,Biometric,Contactless,POS Terminal,2697.84,0,0.0,25.5,7,3,Connection reset before response received,network_error,retry_same_card,30,failed_again
txn_02091,543.82,Travel,RuPay,3D Secure,In-App,Android Phone,73.68,0,4.1,13.3,13,6,Available balance too low for this transaction,insufficient_funds,no_retry,360,failed_again
txn_07444,308.85,Travel,Amex,PIN,POS,iPhone,512.82,0,34.9,50.0,4,4,Transaction blocked - suspicious activity detected,risk_block,retry_wallet,360,recovered
txn_08732,162.1,Crypto Exchange,Mastercard,3D Secure,Contactless,POS Terminal,1669.39,0,22.2,78.2,18,5,Decline code 51: Not enough balance,insufficient_funds,delay_2hr_retry,360,failed_again
txn_14405,3.39,Streaming,Visa,3D Secure,ATM,Mac,2223.75,0,11.2,49.6,7,3,"Issuer server not responding, request expired",bank_timeout,retry_upi,360,recovered
txn_05703,12.12,Groceries,Visa,Biometric,POS,Android Phone,4120.0,2,31.5,25.7,0,1,3DS authentication timeout after 30s,otp_fail,retry_upi,120,recovered
txn_03801,235.87,Travel,Amex,OTP,Online,iPhone,1723.83,0,19.2,20.1,21,0,Card flagged for review - high risk score,risk_block,retry_upi,360,failed_again
txn_11420,39.81,Healthcare,Visa,OTP,Contactless,iPhone,1098.65,0,28.4,24.2,21,4,Transaction blocked - suspicious activity detected,risk_block,no_retry,360,failed_again
txn_02009,94.05,Fuel,Mastercard,PIN,Online,Android Phone,1276.11,1,26.3,56.5,12,6,Expiry date validation failed,card_expired,no_retry,30,failed_again
txn_01494,4.47,Fuel,Amex,OTP,Contactless,iPhone,488.03,0,34.9,27.2,10,6,Connection reset before response received,network_error,retry_upi,120,recovered
txn_09283,74.44,Streaming,Visa,3D Secure,POS,Windows PC,1396.88,0,21.1,56.8,10,4,Gateway unreachable - network failure,network_error,retry_wallet,0,recovered
txn_07790,20.08,Groceries,Mastercard,OTP,Contactless,POS Terminal,3199.4,1,8.0,52.9,4,6,ISO8583 message parsing error,network_error,retry_same_card,120,failed_again
txn_03849,30.24,Groceries,Mastercard,OTP,Online,Android Phone,2306.46,0,16.5,47.1,15,3,Network error - request could not be completed,network_error,retry_same_card,30,recovered
txn_15651,340.98,Groceries,Visa,OTP,POS,Android Phone,2675.28,0,19.9,44.5,12,2,3DS authentication timeout after 30s,otp_fail,delay_2hr_retry,30,failed_again
txn_19144,224.27,Electronics,Mastercard,OTP,POS,Android Phone,1824.43,0,32.5,41.8,7,4,OTP verification failed - incorrect code entered,otp_fail,retry_wallet,0,failed_again
txn_18552,588.52,Travel,RuPay,No Authentication,Online,Android Phone,5933.42,0,13.3,47.3,3,4,Gateway timeout - issuing bank unreachable,bank_timeout,retry_same_card,360,recovered
txn_19250,42.38,Groceries,Visa,PIN,POS,POS Terminal,5681.62,0,22.4,38.6,4,2,3DS authentication timeout after 30s,otp_fail,delay_2hr_retry,30,recovered
txn_04195,53.92,Online Retail,Mastercard,PIN,Online,Tablet,15500.12,0,17.8,25.9,16,5,Connection reset before response received,network_error,delay_2hr_retry,360,failed_again
txn_01513,51.95,Restaurants,RuPay,OTP,POS,iPhone,2356.96,0,14.3,45.1,20,3,Card flagged for review - high risk score,risk_block,retry_wallet,120,failed_again
txn_02749,51.69,Healthcare,Mastercard,No Authentication,Online,Tablet,6864.71,0,4.3,18.8,11,1,"Issuer server not responding, request expired",bank_timeout,delay_2hr_retry,0,recovered
txn_18212,782.7,Electronics,Mastercard,PIN,Contactless,ATM Machine,560.16,1,0.0,59.0,2,6,Available balance too low for this transaction,insufficient_funds,retry_wallet,30,recovered
txn_03734,7.16,Restaurants,Mastercard,No Authentication,Contactless,Android Phone,1361.57,0,3.2,25.7,22,6,Gateway unreachable - network failure,network_error,retry_same_card,30,recovered
txn_07655,36.72,Groceries,RuPay,PIN,ATM,Smart Watch,767.71,0,12.0,49.4,4,0,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_wallet,360,recovered
txn_02347,16.21,Streaming,Mastercard,PIN,Online,Android Phone,969.8,0,24.7,21.6,18,4,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,30,recovered
txn_02520,1353.2,Travel,Mastercard,OTP,Contactless,iPhone,3579.17,0,21.2,23.0,1,4,ISO8583 message parsing error,network_error,delay_2hr_retry,120,recovered
txn_00719,28.2,Fuel,Mastercard,3D Secure,In-App,Android Phone,13440.14,0,12.8,25.5,13,4,"Issuer server not responding, request expired",bank_timeout,delay_2hr_retry,360,recovered
txn_00140,10.92,Utilities,Mastercard,PIN,Online,POS Terminal,1427.22,0,14.0,22.1,8,1,Connection timeout during authorization,bank_timeout,retry_upi,30,recovered
txn_17948,125.95,Healthcare,Visa,No Authentication,Online,Windows PC,1139.95,0,16.0,43.6,21,3,Available balance too low for this transaction,insufficient_funds,retry_upi,0,recovered
txn_17763,119.06,Groceries,RuPay,PIN,POS,POS Terminal,356.86,0,19.7,39.2,10,0,Card flagged for review - high risk score,risk_block,retry_same_card,0,failed_again
txn_02445,46.67,Utilities,Visa,OTP,Online,iPhone,2404.37,0,27.1,29.4,9,6,Card flagged for review - high risk score,risk_block,retry_same_card,0,recovered
txn_05199,205.52,Crypto Exchange,Amex,Biometric,POS,Android Phone,1562.44,0,20.9,66.6,1,2,ISO8583 message parsing error,network_error,retry_same_card,30,failed_again
txn_01403,69.69,Healthcare,Mastercard,OTP,POS,POS Terminal,3616.63,0,11.0,30.2,21,2,"Issuer server not responding, request expired",bank_timeout,retry_wallet,0,recovered
txn_16322,97.6,Groceries,Visa,PIN,In-App,Android Phone,1146.9,0,33.4,47.2,15,2,Card flagged for review - high risk score,risk_block,no_retry,360,failed_again
txn_01731,39.69,Restaurants,Visa,No Authentication,Contactless,Android Phone,4339.91,0,22.9,46.5,2,6,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_same_card,360,failed_again
txn_09261,125.07,Restaurants,Visa,Biometric,In-App,POS Terminal,4886.44,0,29.3,23.3,15,3,Connection timeout during authorization,bank_timeout,no_retry,120,failed_again
txn_03722,38.88,Restaurants,Mastercard,Biometric,Contactless,iPhone,2256.58,0,0.0,44.4,5,1,"Issuer server not responding, request expired",bank_timeout,retry_upi,0,recovered
txn_17841,52.47,Healthcare,Amex,3D Secure,Online,Smart Watch,1451.9,1,17.0,38.4,11,6,3DS authentication timeout after 30s,otp_fail,retry_upi,30,failed_again
txn_19737,72.01,Online Retail,Mastercard,No Authentication,POS,iPhone,485.03,0,44.5,50.3,12,0,Connection reset before response received,network_error,retry_wallet,120,recovered
txn_08122,22.06,Groceries,Discover,OTP,POS,Android Phone,3713.09,0,26.3,54.0,9,0,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_wallet,360,failed_again
txn_09532,10.73,Fuel,Amex,PIN,POS,iPhone,6060.07,0,11.5,44.1,20,5,ISO8583 message parsing error,network_error,retry_upi,120,recovered
